empreendimento;ano;mes;ano_mes;produto;id_produto;safra;uf;municipio;cod_ibge;unidade_comercializacao;vlr_custo_variavel_ha;vlr_custo_variavel_unidade;vlr_custo_fixo_ha;vlr_custo_fixo_unidade;vlr_renda_fator_ha;vlr_renda_fator_unidade
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;GO;RIO VERDE-GO                                      ;5218805;60 kg   ;2294.95;38.25;197.33;3.29;381.55;6.36
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;MA;BALSAS-MA                                         ;2101400;60 kg   ;2182.57;41.97;729.93;14.04;251.17;4.83
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;2380.92;45.79;372.13;7.16;376.71;7.24
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;MS;DOURADOS-MS                                       ;5003702;60 kg   ;2642.73;40.66;529.3;8.14;559.28;8.6
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;MT;PRIMAVERA DO LESTE-MT                             ;5107040;60 kg   ;2942.23;54.485;267.48;4.955;301.95;5.59
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;60 kg   ;2395.755;45.635;217.765;4.15;111.775;2.13
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;PI;URUÃ‡UÃ-PI                                         ;2211209;60 kg   ;1836.82;40.81;487.57;10.83;427.09;9.49
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;PR;CAMPO MOURÃƒO-PR                                   ;4104303;60 kg   ;2443.04;40.15;255.24;4.2;806.6;13.26
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;2742.63;45.71;689.03;11.48;761.85;12.7
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;2634.61;41.6;341.2;5.39;653.32;10.32
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;RR;BOA VISTA-RR                                      ;1400100;60 kg   ;2341.43;46.83;1585.2;31.7;194.98;3.9
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;RS;CRUZ ALTA-RS                                      ;4306106;60 kg   ;1932.26;42.94;328.98;7.31;604.25;13.43
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;RS;SÃƒO LUIZ GONZAGA-RS                               ;4318903;60 kg   ;1561.91;42.6;337.43;9.2;294.48;8.03
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SOJA                                    ;4744;TODAS                                   ;TO;PEDRO AFONSO-TO                                   ;1716505;60 kg   ;2400.82;46.47;292.45;5.66;224.99;4.35
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SORGO GRANIFERO                         ;4745;TODAS                                   ;GO;RIO VERDE-GO                                      ;5218805;60 kg   ;1108.11;22.16;117.27;2.35;378.92;7.58
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SORGO GRANIFERO                         ;4745;TODAS                                   ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;1231.41;21.1;240.89;4.13;329.55;5.65
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SORGO GRANIFERO                         ;4745;TODAS                                   ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;60 kg   ;1162.28;16.6;220.47;3.15;279.07;3.99
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;SORGO GRANIFERO                         ;4745;TODAS                                   ;TO;PEDRO AFONSO-TO                                   ;1716505;60 kg   ;741.22;22.8;124.25;3.82;200.01;6.15
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;TRIGO                                   ;11238;TODAS                                   ;DF;BRASÃLIA-DF                                       ;5300108;60 kg   ;5380.43;53.8;779.56;7.8;802.09;8.02
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;TRIGO                                   ;11153;TODAS                                   ;MG;SÃƒO GOTARDO-MG                                    ;3162104;60 kg   ;3871.42;45.54;814.46;9.58;1754.59;20.64
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;TRIGO                                   ;11153;TODAS                                   ;MS;LAGUNA CARAPÃƒ-MS                                  ;5005251;60 kg   ;1366.58;35.64;148.45;3.87;530.65;13.84
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;TRIGO                                   ;11153;TODAS                                   ;PR;CASCAVEL-PR                                       ;4104808;60 kg   ;2384.4;44.99;500.37;9.44;636.36;12.01
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;TRIGO                                   ;11153;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;2174.13;41.85;338.09;6.51;708.86;13.65
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;TRIGO                                   ;11153;TODAS                                   ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;2357.99;40.43;288.59;4.95;661.79;11.35
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;TRIGO                                   ;11191;TODAS                                   ;PR;UBIRATÃƒ-PR                                        ;4128005;60 kg   ;2212.39;44.24;1100.68;22.01;660.86;13.22
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;TRIGO                                   ;11153;TODAS                                   ;RS;CRUZ ALTA-RS                                      ;4306106;60 kg   ;2035.64;42.12;435.27;9.01;604.72;12.51
AGRICULTURA EMPRESARIAL                 ;2019;5;201905;TRIGO                                   ;11153;TODAS                                   ;RS;PASSO FUNDO-RS                                    ;4314100;60 kg   ;2018.52;41.76;350.69;7.26;545.54;11.29
AGRICULTURA EMPRESARIAL                 ;2019;7;201907;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;BA;BARREIRAS-BA                                      ;2903201;15 kg   ;7012.16;67.47;665.52;6.16;968.25;8.97
AGRICULTURA EMPRESARIAL                 ;2019;7;201907;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;GO;CRISTALINA-GO                                     ;5206206;15 kg   ;6134.58;57.45;405.44;3.62;718.06;6.41
AGRICULTURA EMPRESARIAL                 ;2019;7;201907;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MS;CHAPADÃƒO DO SUL-MS                                ;5002951;15 kg   ;9045.84;75.38;1640.75;13.67;574.79;4.79
AGRICULTURA EMPRESARIAL                 ;2019;7;201907;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;15 kg   ;7958.47;76.41;596.39;5.59;429.89;4.03
AGRICULTURA EMPRESARIAL                 ;2019;7;201907;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MT;CAMPO VERDE-MT                                    ;5102678;15 kg   ;7146.07;73.46;736.7;7.37;431.26;4.31
AGRICULTURA EMPRESARIAL                 ;2019;7;201907;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;15 kg   ;7900.64;81.01;745.19;7.45;503.18;5.03
AGRICULTURA EMPRESARIAL                 ;2019;7;201907;ARROZ                                   ;4686;TODAS                                   ;MA;BALSAS-MA                                         ;2101400;60 kg   ;1649.21;41.23;537.9;13.45;170.68;4.27
AGRICULTURA EMPRESARIAL                 ;2019;7;201907;ARROZ                                   ;4685;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;60 kg   ;2478.99;41.31;566.6;9.44;380.93;6.35
AGRICULTURA EMPRESARIAL                 ;2019;7;201907;ARROZ                                   ;4685;TODAS                                   ;RR;BOA VISTA-RR                                      ;1400100;60 kg   ;4885.16;36.64;424.54;3.18;223.02;1.67
AGRICULTURA EMPRESARIAL                 ;2019;7;201907;ARROZ                                   ;11159;TODAS                                   ;RS;PELOTAS-RS                                        ;4314407;50 kg   ;6072.62;37.96;1862.25;11.64;362.5;2.27
