empreendimento;ano;mes;ano_mes;produto;id_produto;safra;uf;municipio;cod_ibge;unidade_comercializacao;vlr_custo_variavel_ha;vlr_custo_variavel_unidade;vlr_custo_fixo_ha;vlr_custo_fixo_unidade;vlr_renda_fator_ha;vlr_renda_fator_unidade
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;MILHO                                   ;4742;2Âª SAFRA                                ;PR;UBIRATÃƒ-PR                                        ;4128005;60 kg   ;4932.66;54.81;562.36;6.25;392.44;4.36
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;MILHO                                   ;4742;1Âª SAFRA                                ;RR;BOA VISTA-RR                                      ;1400100;60 kg   ;6500.38;65.0;587.79;5.88;113.84;1.14
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;MILHO                                   ;4742;1Âª SAFRA                                ;RS;PASSO FUNDO-RS                                    ;4314100;60 kg   ;8903.13;55.64;1311.0;8.19;457.05;2.86
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;MILHO                                   ;4742;1Âª SAFRA                                ;RS;SANTO Ã‚NGELO-RS                                   ;4317509;60 kg   ;5633.24;45.07;554.73;4.44;219.45;1.76
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;MILHO                                   ;4742;1Âª SAFRA                                ;SC;CAMPOS NOVOS-SC                                   ;4203600;60 kg   ;11684.83;64.92;1002.7;5.57;823.48;4.57
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;MILHO                                   ;4742;2Âª SAFRA                                ;TO;PEDRO AFONSO-TO                                   ;1716505;60 kg   ;3878.84;43.1;180.7;2.01;148.64;1.65
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;BA;BARREIRAS-BA                                      ;2903201;60 kg   ;3455.89;56.65;763.2;12.51;421.49;6.91
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;GO;CRISTALINA-GO                                     ;5206206;60 kg   ;4529.02;86.27;450.35;8.58;223.85;4.26
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;GO;RIO VERDE-GO                                      ;5218805;60 kg   ;4311.39;71.86;311.95;5.2;239.36;3.99
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;MA;BALSAS-MA                                         ;2101400;60 kg   ;4127.27;79.37;1318.14;25.35;248.45;4.78
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;4996.66;90.85;944.05;17.16;189.36;3.44
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;MS;DOURADOS-MS                                       ;5003702;60 kg   ;5052.94;77.74;760.22;11.7;512.5;7.88
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;60 kg   ;4806.14;82.86;950.72;16.39;168.95;2.91
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;MT;PRIMAVERA DO LESTE-MT                             ;5107040;60 kg   ;4794.65;88.79;1037.92;19.22;264.52;4.9
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;60 kg   ;5375.39;89.59;586.75;9.78;364.05;6.07
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;PI;URUÃ‡UÃ-PI                                         ;2211209;60 kg   ;3235.07;71.89;702.78;15.62;252.59;5.61
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;PR;CAMPO MOURÃƒO-PR                                   ;4104303;60 kg   ;4681.22;76.95;430.0;7.07;516.24;8.49
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;5160.69;86.01;1597.35;26.62;433.64;7.23
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;4890.76;77.22;639.2;10.09;422.05;6.66
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;RR;BOA VISTA-RR                                      ;1400100;60 kg   ;5041.54;100.83;719.94;14.4;113.99;2.28
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;RS;CRUZ ALTA-RS                                      ;4306106;60 kg   ;3638.73;80.86;509.94;11.33;274.48;6.1
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;RS;SÃƒO LUIZ GONZAGA-RS                               ;4318903;60 kg   ;2742.28;74.79;589.48;16.08;154.26;4.21
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SOJA                                    ;4744;TODAS                                   ;TO;PEDRO AFONSO-TO                                   ;1716505;60 kg   ;5002.4;96.82;398.9;7.72;157.56;3.05
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SORGO GRANIFERO                         ;4745;TODAS                                   ;GO;RIO VERDE-GO                                      ;5218805;60 kg   ;2000.92;40.02;225.39;4.51;236.75;4.73
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SORGO GRANIFERO                         ;4745;TODAS                                   ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;2250.03;35.53;903.47;14.27;148.81;2.35
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;SORGO GRANIFERO                         ;4745;TODAS                                   ;TO;PEDRO AFONSO-TO                                   ;1716505;60 kg   ;1517.25;46.68;180.48;5.55;146.87;4.52
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;TRIGO                                   ;11238;TODAS                                   ;DF;BRASÃLIA-DF                                       ;5300108;60 kg   ;11052.27;92.1;1830.85;15.26;658.32;5.49
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;TRIGO                                   ;11153;TODAS                                   ;MG;SÃƒO GOTARDO-MG                                    ;3162104;60 kg   ;6817.61;80.21;1469.03;17.28;1055.21;12.41
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;TRIGO                                   ;11153;TODAS                                   ;MS;LAGUNA CARAPÃƒ-MS                                  ;5005251;60 kg   ;2671.99;61.66;974.19;22.48;288.46;6.66
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;TRIGO                                   ;11153;TODAS                                   ;PR;CASCAVEL-PR                                       ;4104808;60 kg   ;4437.37;83.72;652.43;12.31;550.38;10.38
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;TRIGO                                   ;11153;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;4068.73;78.32;1099.8;21.17;388.49;7.48
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;TRIGO                                   ;11153;TODAS                                   ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;4782.21;81.98;685.54;11.75;454.24;7.79
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;TRIGO                                   ;11191;TODAS                                   ;PR;UBIRATÃƒ-PR                                        ;4128005;60 kg   ;4289.69;85.79;1398.77;27.98;468.83;9.38
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;TRIGO                                   ;11153;TODAS                                   ;RS;CRUZ ALTA-RS                                      ;4306106;60 kg   ;4270.8;88.36;654.29;13.54;278.78;5.77
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;TRIGO                                   ;11153;TODAS                                   ;RS;PASSO FUNDO-RS                                    ;4314100;60 kg   ;5534.02;97.09;1266.36;22.22;470.39;8.25
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;TRIGO                                   ;11152;TODAS                                   ;SP;ITAPEVA-SP                                        ;3522406;60 kg   ;4403.87;81.3;789.02;14.57;564.93;10.43
AGRICULTURA EMPRESARIAL                 ;2021;11;202111;TRITICALE                               ;11315;TODAS                                   ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;3304.67;56.65;949.36;16.27;342.51;5.87
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;GO;CRISTALINA-GO                                     ;5206206;15 kg   ;10304.18;90.67;928.3;7.37;346.65;2.75
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MS;CHAPADÃƒO DO SUL-MS                                ;5002951;15 kg   ;14406.58;120.05;2305.43;19.21;349.63;2.91
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;15 kg   ;15407.9;130.64;1285.49;10.45;501.58;4.08
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MT;CAMPO VERDE-MT                                    ;5102678;15 kg   ;11008.24;105.94;1898.22;17.26;1002.41;9.11
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;15 kg   ;12065.88;115.39;1329.18;12.08;573.62;5.21
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;ARROZ                                   ;4686;TODAS                                   ;MA;BALSAS-MA                                         ;2101400;60 kg   ;3432.84;85.82;1000.62;25.02;242.86;6.07
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;ARROZ                                   ;11159;TODAS                                   ;MS;DOURADOS-MS                                       ;5003702;60 kg   ;9678.61;96.79;1887.71;18.88;208.32;2.08
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;ARROZ                                   ;4685;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;60 kg   ;5724.55;105.68;2215.94;40.91;1193.77;22.04
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;ARROZ                                   ;4685;TODAS                                   ;RR;BOA VISTA-RR                                      ;1400100;60 kg   ;9434.74;70.76;889.97;6.67;296.25;2.22
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;ARROZ                                   ;11159;TODAS                                   ;RS;PELOTAS-RS                                        ;4314407;50 kg   ;10208.33;63.8;2655.84;16.6;277.23;1.73
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;ARROZ                                   ;11159;TODAS                                   ;RS;SANTO ANTÃ”NIO DA PATRULHA-RS                      ;4317608;50 kg   ;9666.29;64.44;2878.2;19.19;314.63;2.1
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;ARROZ                                   ;11159;TODAS                                   ;RS;URUGUAIANA-RS                                     ;4322400;50 kg   ;9607.0;60.04;2479.88;15.5;331.32;2.07
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;GO;CRISTALINA-GO                                     ;5206206;60 kg   ;6641.04;179.49;728.22;19.68;293.34;7.93
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;9405.42;196.95;848.84;16.51;452.79;9.035
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;60 kg   ;9587.4;203.99;2599.18;55.3;886.73;18.87
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;6000.55;156.54;1353.93;35.32;497.64;12.98
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;SP;TAQUARITUBA-SP                                    ;3553807;60 kg   ;9603.03;209.52;1466.77;32.0;869.23;18.96
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;GO;CRISTALINA-GO                                     ;5206206;60 kg   ;2538.83;31.74;491.92;6.15;270.55;3.38
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;GO;RIO VERDE-GO                                      ;5218805;60 kg   ;5247.88;52.48;362.54;3.63;325.04;3.25
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;MA;BALSAS-MA                                         ;2101400;60 kg   ;3056.42;43.15;518.19;7.32;305.96;4.32
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;4473.38;44.73;788.58;7.89;232.68;2.33
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;MS;CHAPADÃƒO DO SUL-MS                                ;5002951;60 kg   ;4463.39;44.63;85.61;0.86;337.87;3.38
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;MS;DOURADOS-MS                                       ;5003702;60 kg   ;3879.95;43.11;1030.67;11.45;423.29;4.7
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;60 kg   ;4088.58;40.89;1189.86;11.9;519.4;5.19
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;MT;CAMPO VERDE-MT                                    ;5102678;60 kg   ;4763.7;47.64;1143.33;11.43;974.61;9.75
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;MT;PRIMAVERA DO LESTE-MT                             ;5107040;60 kg   ;4178.01;41.78;536.65;5.37;624.78;6.25
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;MT;SORRISO-MT                                        ;5107925;60 kg   ;4550.09;37.92;499.45;4.16;112.22;0.94
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;1Âª SAFRA                                ;PI;URUÃ‡UÃ-PI                                         ;2211209;60 kg   ;5461.79;45.51;753.86;6.28;330.18;2.75
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;PR;CAMPO MOURÃƒO-PR                                   ;4104303;60 kg   ;5487.91;50.66;609.73;5.63;814.88;7.52
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;4926.69;51.86;1322.9;13.93;483.82;5.09
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;1Âª SAFRA                                ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;9536.37;57.22;925.89;5.56;566.55;3.4
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;PR;UBIRATÃƒ-PR                                        ;4128005;60 kg   ;5157.85;57.31;603.19;6.7;694.06;7.71
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;1Âª SAFRA                                ;RR;BOA VISTA-RR                                      ;1400100;60 kg   ;6510.21;65.1;591.82;5.92;150.62;1.51
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;1Âª SAFRA                                ;RS;PASSO FUNDO-RS                                    ;4314100;60 kg   ;9103.75;56.9;1438.03;8.99;625.9;3.91
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;1Âª SAFRA                                ;RS;SANTO Ã‚NGELO-RS                                   ;4317509;60 kg   ;5738.54;45.91;558.22;4.47;324.8;2.6
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;1Âª SAFRA                                ;SC;CAMPOS NOVOS-SC                                   ;4203600;60 kg   ;14875.59;82.64;1151.56;6.4;1043.01;5.79
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;MILHO                                   ;4742;2Âª SAFRA                                ;TO;PEDRO AFONSO-TO                                   ;1716505;60 kg   ;3950.68;43.9;166.33;1.85;197.49;2.19
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;DF;BRASÃLIA-DF                                       ;5300108;60 kg   ;6206.76;95.49;1438.61;22.13;358.7;5.52
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;GO;CRISTALINA-GO                                     ;5206206;60 kg   ;4736.07;86.11;929.21;16.89;174.24;3.17
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;GO;RIO VERDE-GO                                      ;5218805;60 kg   ;4285.55;71.43;312.06;5.2;316.69;5.28
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;MA;BALSAS-MA                                         ;2101400;60 kg   ;4148.23;79.77;1365.65;26.26;331.39;6.37
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;5319.28;96.71;983.05;17.87;258.26;4.7
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;MS;DOURADOS-MS                                       ;5003702;60 kg   ;5586.8;85.95;807.95;12.43;725.11;11.16
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;60 kg   ;4996.21;86.14;1200.85;20.7;478.44;8.25
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;MT;PRIMAVERA DO LESTE-MT                             ;5107040;60 kg   ;5046.65;93.46;1208.56;22.38;377.73;6.99
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;60 kg   ;5684.47;94.74;681.54;11.36;499.64;8.33
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;PI;URUÃ‡UÃ-PI                                         ;2211209;60 kg   ;3203.15;71.18;752.16;16.71;334.09;7.42
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;PR;CAMPO MOURÃƒO-PR                                   ;4104303;60 kg   ;4876.95;80.17;541.34;8.9;795.45;13.08
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;5337.83;88.96;1838.56;30.64;510.62;8.51
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;5270.1;83.21;673.79;10.64;568.98;8.98
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;RR;BOA VISTA-RR                                      ;1400100;60 kg   ;5187.79;103.76;725.17;14.5;150.81;3.02
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;RS;CRUZ ALTA-RS                                      ;4306106;60 kg   ;6039.54;94.37;1535.26;23.99;246.97;3.86
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;RS;SÃƒO GABRIEL-RS                                    ;4318309;60 kg   ;3712.24;82.49;1136.94;25.27;149.78;3.33
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SOJA                                    ;4744;TODAS                                   ;RS;SÃƒO LUIZ GONZAGA-RS                               ;4318903;60 kg   ;4600.96;79.33;1046.44;18.04;194.69;3.36
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SORGO GRANIFERO                         ;4745;TODAS                                   ;GO;RIO VERDE-GO                                      ;5218805;60 kg   ;2017.98;40.36;225.39;4.51;313.24;6.26
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SORGO GRANIFERO                         ;4745;TODAS                                   ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;2330.7;36.8;953.01;15.05;202.68;3.2
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;SORGO GRANIFERO                         ;4745;TODAS                                   ;TO;PEDRO AFONSO-TO                                   ;1716505;60 kg   ;1517.14;46.68;161.49;4.97;194.03;5.97
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;TRIGO                                   ;11238;TODAS                                   ;DF;BRASÃLIA-DF                                       ;5300108;60 kg   ;11329.75;94.41;2023.72;16.86;911.44;7.6
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;TRIGO                                   ;11153;TODAS                                   ;MG;SÃƒO GOTARDO-MG                                    ;3162104;60 kg   ;7089.7;83.41;1479.99;17.41;1783.13;20.98
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;TRIGO                                   ;11153;TODAS                                   ;MS;LAGUNA CARAPÃƒ-MS                                  ;5005251;60 kg   ;3145.72;72.59;1074.31;24.79;414.54;9.57
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;TRIGO                                   ;11153;TODAS                                   ;PR;CASCAVEL-PR                                       ;4104808;60 kg   ;4728.8;89.22;680.28;12.84;733.56;13.84
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;TRIGO                                   ;11153;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;4085.69;78.65;1172.78;22.57;453.69;8.73
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;TRIGO                                   ;11153;TODAS                                   ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;5068.83;86.89;720.69;12.35;612.44;10.5
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;TRIGO                                   ;11153;TODAS                                   ;RS;CRUZ ALTA-RS                                      ;4306106;60 kg   ;4626.35;102.81;1292.33;28.72;236.97;5.27
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;TRIGO                                   ;11153;TODAS                                   ;RS;PASSO FUNDO-RS                                    ;4314100;60 kg   ;5878.48;103.13;1358.94;23.84;643.94;11.3
AGRICULTURA EMPRESARIAL                 ;2022;1;202201;TRIGO                                   ;11152;TODAS                                   ;SP;ITAPEVA-SP                                        ;3522406;60 kg   ;4902.98;90.52;862.03;15.91;795.68;14.69
AGRICULTURA EMPRESARIAL                 ;2022;2;202202;MILHO                                   ;4742;2Âª SAFRA                                ;MT;SORRISO-MT                                        ;5107925;60 kg   ;4638.45;38.65;504.79;4.21;125.27;1.04
AGRICULTURA EMPRESARIAL                 ;2022;2;202202;MILHO                                   ;4742;2Âª SAFRA                                ;PR;CAMPO MOURÃƒO-PR                                   ;4104303;60 kg   ;5035.05;46.48;609.73;5.63;909.63;8.4
AGRICULTURA EMPRESARIAL                 ;2022;2;202202;SOJA                                    ;4744;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;60 kg   ;5552.18;92.54;695.52;11.59;557.74;9.3
AGRICULTURA EMPRESARIAL                 ;2022;2;202202;SOJA                                    ;4744;TODAS                                   ;PR;CAMPO MOURÃƒO-PR                                   ;4104303;60 kg   ;4995.15;82.11;541.34;8.9;887.94;14.6
AGRICULTURA EMPRESARIAL                 ;2022;2;202202;TRIGO                                   ;11153;TODAS                                   ;PR;CASCAVEL-PR                                       ;4104808;60 kg   ;4529.9;85.47;690.9;13.04;821.4;15.5
AGRICULTURA EMPRESARIAL                 ;2022;2;202202;TRIGO                                   ;11153;TODAS                                   ;RS;PASSO FUNDO-RS                                    ;4314100;60 kg   ;5573.81;97.79;1412.64;24.78;821.49;14.41
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;BA;BARREIRAS-BA                                      ;2903201;15 kg   ;14901.09;128.43;1638.49;13.32;1192.52;9.7
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;GO;CRISTALINA-GO                                     ;5206206;15 kg   ;10949.08;96.16;1034.76;8.21;458.71;3.64
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MS;CHAPADÃƒO DO SUL-MS                                ;5002951;15 kg   ;15974.6;133.12;2478.53;20.65;445.24;3.71
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;15 kg   ;15066.22;129.05;1343.6;10.92;633.34;5.15
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MT;CAMPO VERDE-MT                                    ;5102678;15 kg   ;10549.15;103.06;1992.33;18.11;1267.15;11.52
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;15 kg   ;11452.27;111.06;1379.0;12.54;728.36;6.62
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;AMENDOIM                                ;4674;TODAS                                   ;SP;JABOTICABAL-SP                                    ;3524303;25 kg   ;6985.68;42.34;2812.33;17.04;141.4;0.86
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;AMENDOIM                                ;4674;TODAS                                   ;SP;TUPÃƒ-SP                                           ;3555000;25 kg   ;8132.65;47.84;4769.82;28.06;147.25;0.87
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ARROZ                                   ;4686;TODAS                                   ;MA;BALSAS-MA                                         ;2101400;60 kg   ;4225.86;105.65;998.45;24.96;334.91;8.37
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ARROZ                                   ;11159;TODAS                                   ;MS;DOURADOS-MS                                       ;5003702;60 kg   ;10795.7;107.96;2230.03;22.3;270.69;2.71
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ARROZ                                   ;4685;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;60 kg   ;6395.86;118.08;2298.98;42.44;1507.45;27.83
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ARROZ                                   ;4685;TODAS                                   ;RR;BOA VISTA-RR                                      ;1400100;60 kg   ;10437.94;78.28;889.97;6.67;373.75;2.8
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ARROZ                                   ;11159;TODAS                                   ;RS;PELOTAS-RS                                        ;4314407;50 kg   ;10889.84;68.06;3028.84;18.93;385.55;2.41
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ARROZ                                   ;11159;TODAS                                   ;RS;SANTO ANTÃ”NIO DA PATRULHA-RS                      ;4317608;50 kg   ;10051.34;67.01;3279.05;21.86;442.27;2.95
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;ARROZ                                   ;11159;TODAS                                   ;RS;URUGUAIANA-RS                                     ;4322400;50 kg   ;9948.7;62.18;2769.48;17.31;443.13;2.77
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;BORRACHA NATURAL                        ;8662;TODAS                                   ;ES;VITÃ“RIA-ES                                        ;3205309;kg      ;5018.18;3.33;583.7;0.39;875.14;0.58
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;BORRACHA NATURAL                        ;14156;TODAS                                   ;GO;GOIANÃ‰SIA-GO                                      ;5208608;kg      ;13149.27;3.37;1733.82;0.44;2073.3;0.53
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;BORRACHA NATURAL                        ;14229;TODAS                                   ;MG;PRATA-MG                                          ;3152808;kg      ;17551.83;5.02;6117.83;1.75;381.86;0.11
