ano_agricola;dsc_safra_previsao;uf;produto;id_produto;area_plantada_mil_ha;producao_mil_t;produtividade_mil_ha_mil_t
1983/84             ;UNICA          ;SP;ALGODAO EM PLUMA                        ;4586;244;182.3;0.7
1984/85             ;UNICA          ;AL;ALGODAO EM PLUMA                        ;4586;80;7.2;0.1
1984/85             ;UNICA          ;BA;ALGODAO EM PLUMA                        ;4586;129;65;0.5
1984/85             ;UNICA          ;CE;ALGODAO EM PLUMA                        ;4586;810;50.5;0.1
1984/85             ;UNICA          ;GO;ALGODAO EM PLUMA                        ;4586;64;40.8;0.6
1984/85             ;UNICA          ;MA;ALGODAO EM PLUMA                        ;4586;36;2.3;0.1
1984/85             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586;155;70.1;0.5
1984/85             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586;67;38.6;0.6
1984/85             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586;15;7.4;0.5
1984/85             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586;8;1.5;0.2
1984/85             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586;530;21.3;0
1984/85             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586;160;12.1;0.1
1984/85             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586;204;11.6;0.1
1984/85             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586;540;371.1;0.7
1984/85             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586;499;9.7;0
1984/85             ;UNICA          ;SE;ALGODAO EM PLUMA                        ;4586;30;2.9;0.1
1984/85             ;UNICA          ;SP;ALGODAO EM PLUMA                        ;4586;380;252.7;0.7
1985/86             ;UNICA          ;AL;ALGODAO EM PLUMA                        ;4586;92;7.4;0.1
1985/86             ;UNICA          ;BA;ALGODAO EM PLUMA                        ;4586;210;77.5;0.4
1985/86             ;UNICA          ;CE;ALGODAO EM PLUMA                        ;4586;757.5;22.3;0
1985/86             ;UNICA          ;GO;ALGODAO EM PLUMA                        ;4586;45;33.1;0.7
1985/86             ;UNICA          ;MA;ALGODAO EM PLUMA                        ;4586;32.8;3.1;0.1
1985/86             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586;167.5;57.5;0.3
1985/86             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586;62;34.7;0.6
1985/86             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586;16.5;6.3;0.4
1985/86             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586;13;2.3;0.2
1985/86             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586;380;9;0
1985/86             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586;147;4.1;0
1985/86             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586;218;11.5;0.1
1985/86             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586;445;269.1;0.6
1985/86             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586;340;6;0
1985/86             ;UNICA          ;SE;ALGODAO EM PLUMA                        ;4586;43;4;0.1
1985/86             ;UNICA          ;SP;ALGODAO EM PLUMA                        ;4586;356;245.5;0.7
1986/87             ;UNICA          ;AL;ALGODAO EM PLUMA                        ;4586;57.7;5;0.1
1986/87             ;UNICA          ;BA;ALGODAO EM PLUMA                        ;4586;178.8;39.3;0.2
1986/87             ;UNICA          ;CE;ALGODAO EM PLUMA                        ;4586;368;10.5;0
1986/87             ;UNICA          ;GO;ALGODAO EM PLUMA                        ;4586;35;24.5;0.7
1986/87             ;UNICA          ;MA;ALGODAO EM PLUMA                        ;4586;23.6;2;0.1
1986/87             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586;147;33;0.2
1986/87             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586;52.7;26.6;0.5
1986/87             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586;14;3.9;0.3
1986/87             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586;13;1;0.1
1986/87             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586;157.3;6;0
1986/87             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586;83.3;3;0
1986/87             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586;200;12;0.1
1986/87             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586;392;250.5;0.6
1986/87             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586;86.8;2;0
1986/87             ;UNICA          ;SE;ALGODAO EM PLUMA                        ;4586;27.8;2;0.1
1986/87             ;UNICA          ;SP;ALGODAO EM PLUMA                        ;4586;324;212.1;0.7
1987/88             ;UNICA          ;AL;ALGODAO EM PLUMA                        ;4586;68.6;6.4;0.1
1987/88             ;UNICA          ;BA;ALGODAO EM PLUMA                        ;4586;327;91.5;0.3
1987/88             ;UNICA          ;CE;ALGODAO EM PLUMA                        ;4586;456;39.6;0.1
1987/88             ;UNICA          ;GO;ALGODAO EM PLUMA                        ;4586;63.1;39.8;0.6
1987/88             ;UNICA          ;MA;ALGODAO EM PLUMA                        ;4586;17;1.4;0.1
1987/88             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586;169;39.6;0.2
1987/88             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586;52.7;27.1;0.5
1987/88             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586;30;13.7;0.5
1987/88             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586;11;2;0.2
1987/88             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586;105;7.8;0.1
1987/88             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586;83.5;5.4;0.1
1987/88             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586;204;10.3;0
1987/88             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586;450.8;315;0.7
1987/88             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586;158;9.8;0.1
1987/88             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586;3.2;1.6;0.5
1987/88             ;UNICA          ;SE;ALGODAO EM PLUMA                        ;4586;24.2;2.7;0.1
1987/88             ;UNICA          ;SP;ALGODAO EM PLUMA                        ;4586;353;249.9;0.7
1988/89             ;UNICA          ;AL;ALGODAO EM PLUMA                        ;4586;46;3.7;0.1
1988/89             ;UNICA          ;BA;ALGODAO EM PLUMA                        ;4586;267;48.5;0.2
1988/89             ;UNICA          ;CE;ALGODAO EM PLUMA                        ;4586;400;27.3;0.1
1988/89             ;UNICA          ;GO;ALGODAO EM PLUMA                        ;4586;34.7;26.6;0.8
1988/89             ;UNICA          ;MA;ALGODAO EM PLUMA                        ;4586;10.9;0.6;0.1
1988/89             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586;126.8;25.7;0.2
1988/89             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586;45;27.2;0.6
1988/89             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586;43.4;19.7;0.5
1988/89             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586;10.7;2;0.2
1988/89             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586;126.5;12.5;0.1
1988/89             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586;67;4.4;0.1
1988/89             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586;187;16.2;0.1
1988/89             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586;415;289.8;0.7
1988/89             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586;148.5;8.5;0.1
1988/89             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586;15.5;7.7;0.5
1988/89             ;UNICA          ;SE;ALGODAO EM PLUMA                        ;4586;13.8;1.2;0.1
1988/89             ;UNICA          ;SP;ALGODAO EM PLUMA                        ;4586;271.8;187.4;0.7
1989/90             ;UNICA          ;AL;ALGODAO EM PLUMA                        ;4586;15.8;1.1;0.1
1989/90             ;UNICA          ;BA;ALGODAO EM PLUMA                        ;4586;198.4;43.1;0.2
1989/90             ;UNICA          ;CE;ALGODAO EM PLUMA                        ;4586;288;19.6;0.1
1989/90             ;UNICA          ;GO;ALGODAO EM PLUMA                        ;4586;47.2;29.2;0.6
1989/90             ;UNICA          ;MA;ALGODAO EM PLUMA                        ;4586;3;0.2;0.1
1989/90             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586;114.1;28.8;0.3
1989/90             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586;42.7;24.5;0.6
1989/90             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586;43;20.4;0.5
1989/90             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586;8.2;1.4;0.2
1989/90             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586;80;4.5;0.1
1989/90             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586;35;1.6;0
1989/90             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586;156;4.8;0
1989/90             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586;510.5;308.8;0.6
1989/90             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586;104.5;3.1;0
1989/90             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586;15.5;7.7;0.5
1989/90             ;UNICA          ;SE;ALGODAO EM PLUMA                        ;4586;11.9;1;0.1
1989/90             ;UNICA          ;SP;ALGODAO EM PLUMA                        ;4586;290;166;0.6
1990/91             ;UNICA          ;AL;ALGODAO EM PLUMA                        ;4586;22.4;2.2;0.1
1990/91             ;UNICA          ;BA;ALGODAO EM PLUMA                        ;4586;175.2;45.4;0.3
1990/91             ;UNICA          ;CE;ALGODAO EM PLUMA                        ;4586;225.6;21.7;0.1
1990/91             ;UNICA          ;GO;ALGODAO EM PLUMA                        ;4586;51.9;34.5;0.7
1990/91             ;UNICA          ;MA;ALGODAO EM PLUMA                        ;4586;1.8;0.1;0.1
1990/91             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586;119.5;37.2;0.3
1990/91             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586;48;27.5;0.6
1990/91             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586;71;39.3;0.6
1990/91             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586;8.2;1.4;0.2
1990/91             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586;99.8;12.7;0.1
1990/91             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586;51.8;3.1;0.1
1990/91             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586;112.4;6.6;0.1
1990/91             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586;571.8;344.2;0.6
1990/91             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586;114.8;12.8;0.1
1990/91             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586;15.5;7.7;0.5
1990/91             ;UNICA          ;SE;ALGODAO EM PLUMA                        ;4586;5.5;0.3;0.1
1990/91             ;UNICA          ;SP;ALGODAO EM PLUMA                        ;4586;243.6;120.1;0.5
1991/92             ;UNICA          ;AL;ALGODAO EM PLUMA                        ;4586;20;1.9;0.1
1991/92             ;UNICA          ;BA;ALGODAO EM PLUMA                        ;4586;202.2;41.8;0.2
1991/92             ;UNICA          ;CE;ALGODAO EM PLUMA                        ;4586;238.7;10.4;0
1991/92             ;UNICA          ;GO;ALGODAO EM PLUMA                        ;4586;55;29.5;0.5
1991/92             ;UNICA          ;MA;ALGODAO EM PLUMA                        ;4586;1.8;0.1;0.1
1991/92             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586;114.7;27.7;0.2
1991/92             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586;69.7;32.9;0.5
1991/92             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586;57;29.9;0.5
1991/92             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586;5.1;0.9;0.2
1991/92             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586;86.8;7.8;0.1
1991/92             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586;40.1;2.4;0.1
1991/92             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586;83.1;6.2;0.1
1991/92             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586;709;335;0.5
1991/92             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586;45;4.9;0.1
1991/92             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586;10;4.7;0.5
1991/92             ;UNICA          ;SE;ALGODAO EM PLUMA                        ;4586;3;0.2;0.1
1991/92             ;UNICA          ;SP;ALGODAO EM PLUMA                        ;4586;230;130.8;0.6
1991/92             ;UNICA          ;TO;ALGODAO EM PLUMA                        ;4586;5.1;0.9;0.2
1992/93             ;UNICA          ;AL;ALGODAO EM PLUMA                        ;4586;6.7;0.1;0
1992/93             ;UNICA          ;BA;ALGODAO EM PLUMA                        ;4586;127.2;30.5;0.2
1992/93             ;UNICA          ;CE;ALGODAO EM PLUMA                        ;4586;206.4;4.5;0
1992/93             ;UNICA          ;GO;ALGODAO EM PLUMA                        ;4586;38.5;27;0.7
1992/93             ;UNICA          ;MA;ALGODAO EM PLUMA                        ;4586;4.5;0.6;0.1
1992/93             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586;100.7;27.1;0.3
1992/93             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586;36.2;20.2;0.6
1992/93             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586;60;33.6;0.6
1992/93             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586;37.2;0.9;0
1992/93             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586;13.5;0.2;0
1992/93             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586;83.1;6.2;0.1
1992/93             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586;371;185.6;0.5
1992/93             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586;16.5;0.3;0
1992/93             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586;20;9.3;0.5
1992/93             ;UNICA          ;SP;ALGODAO EM PLUMA                        ;4586;149.5;73.3;0.5
1992/93             ;UNICA          ;TO;ALGODAO EM PLUMA                        ;4586;5.1;0.9;0.2
1993/94             ;UNICA          ;AL;ALGODAO EM PLUMA                        ;4586;45.3;4.3;0.1
1993/94             ;UNICA          ;BA;ALGODAO EM PLUMA                        ;4586;142.5;45.3;0.3
1993/94             ;UNICA          ;CE;ALGODAO EM PLUMA                        ;4586;208;27.3;0.1
1993/94             ;UNICA          ;GO;ALGODAO EM PLUMA                        ;4586;52.7;35.5;0.7
1993/94             ;UNICA          ;MA;ALGODAO EM PLUMA                        ;4586;4.5;0.6;0.1
1993/94             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586;90.6;26.3;0.3
1993/94             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586;39.8;28.1;0.7
1993/94             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586;72.6;41.5;0.6
1993/94             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586;5.1;1;0.2
1993/94             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586;28.7;6.2;0.2
1993/94             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586;17.6;1.9;0.1
1993/94             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586;62.1;13.1;0.2
1993/94             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586;241;146.3;0.6
1993/94             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586;49;9.7;0.2
1993/94             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586;24;12.6;0.5
1993/94             ;UNICA          ;SE;ALGODAO EM PLUMA                        ;4586;9.3;0.9;0.1
1993/94             ;UNICA          ;SP;ALGODAO EM PLUMA                        ;4586;145;83.3;0.6
1994/95             ;UNICA          ;AL;ALGODAO EM PLUMA                        ;4586;12.6;1;0.1
1994/95             ;UNICA          ;BA;ALGODAO EM PLUMA                        ;4586;157;32.4;0.2
1994/95             ;UNICA          ;CE;ALGODAO EM PLUMA                        ;4586;121.8;12.9;0.1
1994/95             ;UNICA          ;GO;ALGODAO EM PLUMA                        ;4586;65.9;51.9;0.8
